Epeak p_NT gamma logU dens met OH CII_1335 CIV_1551 HeII_1640 CIII_1909 Hbeta OIII_5007 Halpha NII_6583 CI_9850 SIII_9531 HeI_10830 PaGamma PII_1188 FeII_1257 PaBeta FeII_132 FeII_164 PaAlpha
-1.0 0.4 2.0 -2.0 3.0 0.008 8.272 11.61 325.684 332.257 387.147 100.0 905.615 295.602 18.766 11.125 52.946 30.146 7.158 1.122 5.68 13.653 1.503 4.804 26.427
-1.0 0.1 2.0 -1.0 3.0 0.008 8.272 4.522 468.239 569.396 191.899 100.0 458.715 290.885 6.274 7.492 17.548 14.172 6.292 0.462 2.389 12.684 0.632 2.021 23.916
-1.0 0.25 2.0 -1.0 3.0 0.008 8.272 4.189 365.747 461.887 158.134 100.0 371.281 296.158 11.916 31.934 31.662 13.737 6.188 1.131 5.978 12.647 1.581 5.056 24.087
-1.0 0.4 2.0 -1.0 3.0 0.008 8.272 3.919 273.725 371.309 126.619 100.0 293.998 300.995 17.412 58.358 48.388 13.252 6.036 1.788 9.538 12.527 2.523 8.067 23.983
-1.7 0.1 2.0 -4.0 3.0 0.01 8.369 18.825 0.006 38.42 13.301 100.0 24.807 282.239 96.07 8.993 33.559 49.937 8.73 2.159 5.394 15.529 1.427 4.562 30.588
-1.7 0.25 2.0 -4.0 3.0 0.01 8.369 20.135 0.007 44.529 13.87 100.0 25.385 283.295 95.975 9.282 35.211 49.671 8.698 2.254 6.043 15.494 1.599 5.111 30.561
-1.7 0.4 2.0 -4.0 3.0 0.01 8.369 20.314 0.009 51.758 14.471 100.0 25.768 284.729 95.344 9.681 38.219 49.168 8.648 2.414 7.143 15.436 1.89 6.042 30.496
-1.7 0.1 2.0 -3.5 3.0 0.01 8.369 22.925 0.154 54.389 38.075 100.0 599.64 280.713 51.002 0.464 62.287 51.752 8.628 1.199 1.423 15.393 0.736 1.204 30.019
-1.7 0.25 2.0 -3.5 3.0 0.01 8.369 23.585 0.185 63.718 41.096 100.0 639.676 281.662 51.777 0.49 65.214 50.918 8.564 1.373 2.644 15.333 0.974 2.236 29.855
-1.7 0.4 2.0 -3.5 3.0 0.01 8.369 23.075 0.226 74.646 44.61 100.0 679.488 282.925 53.258 0.543 70.791 49.766 8.481 1.616 4.309 15.249 1.36 3.645 29.647
-1.7 0.1 2.0 -3.0 3.0 0.01 8.369 24.854 2.176 62.206 72.981 100.0 198.245 281.405 87.32 2.26 87.895 53.102 8.668 1.714 2.782 15.296 0.376 2.353 30.262
-1.7 0.25 2.0 -3.0 3.0 0.01 8.369 24.539 2.694 74.741 84.577 100.0 207.526 282.693 87.385 2.333 93.516 52.241 8.619 1.833 3.682 15.208 0.7 3.114 30.181
-1.7 0.4 2.0 -3.0 3.0 0.01 8.369 23.737 3.439 89.323 98.895 100.0 216.83 284.137 87.517 2.459 101.426 50.908 8.55 2.037 5.142 15.1 1.14 4.349 30.044
-1.7 0.1 2.0 -2.0 3.0 0.01 8.369 22.244 42.711 82.889 142.438 100.0 1181.396 278.335 11.279 0.023 76.354 54.745 8.531 0.381 0.814 15.093 0.215 0.688 29.438
-1.7 0.25 2.0 -2.0 3.0 0.01 8.369 21.04 62.623 102.359 180.677 100.0 1279.504 279.22 14.09 0.059 79.75 53.905 8.436 0.627 2.201 14.953 0.582 1.862 29.16
-1.7 0.4 2.0 -2.0 3.0 0.01 8.369 19.534 91.396 124.46 227.714 100.0 1355.812 280.876 17.925 0.586 82.438 52.03 8.313 0.909 3.786 14.789 1.001 3.202 28.853
-1.7 0.1 2.0 -1.0 3.0 0.01 8.369 11.688 200.741 196.863 135.994 100.0 1541.996 276.254 4.909 1.578 32.015 51.472 8.294 0.321 1.434 14.673 0.379 1.213 28.336
-1.7 0.25 2.0 -1.0 3.0 0.01 8.369 10.159 316.188 233.819 174.102 100.0 1540.314 279.509 9.842 20.277 39.425 46.969 8.084 0.894 4.43 14.397 1.172 3.747 27.887
-1.7 0.4 2.0 -1.0 3.0 0.01 8.369 8.504 410.903 261.31 206.491 100.0 1374.842 284.67 16.587 47.344 50.681 40.188 7.805 1.563 7.988 14.084 2.113 6.757 27.378
-1.0 0.1 2.0 -4.0 3.0 0.01 8.369 16.152 0.019 152.414 21.588 100.0 26.176 296.902 107.042 21.517 69.736 47.498 8.062 3.554 14.343 14.754 3.794 12.131 28.999
-1.0 0.25 2.0 -4.0 3.0 0.01 8.369 15.846 0.019 147.747 20.671 100.0 24.134 297.563 104.353 21.821 75.656 46.637 8.041 3.653 15.265 14.728 4.038 12.911 28.998
-1.0 0.4 2.0 -4.0 3.0 0.01 8.369 15.284 0.018 140.676 19.365 100.0 21.413 298.456 100.281 22.176 83.257 45.297 8.015 3.787 16.524 14.698 4.371 13.976 29.017
-1.0 0.1 2.0 -3.5 3.0 0.01 8.369 20.135 0.805 223.208 82.975 100.0 996.32 294.453 63.374 1.167 103.061 42.941 7.732 1.444 5.224 14.534 2.364 4.418 27.734
-1.0 0.25 2.0 -3.5 3.0 0.01 8.369 19.631 0.764 214.851 79.032 100.0 940.294 295.895 64.339 1.276 108.443 41.944 7.692 1.664 6.801 14.505 2.691 5.752 27.727
-1.0 0.4 2.0 -3.5 3.0 0.01 8.369 18.769 0.7 202.644 73.453 100.0 855.258 297.939 65.316 1.526 115.199 40.457 7.649 1.976 8.944 14.464 3.168 7.565 27.788
-1.0 0.1 2.0 -3.0 3.0 0.01 8.369 22.477 19.457 287.137 256.314 100.0 300.607 296.429 104.772 5.535 128.524 39.966 7.898 2.439 8.935 14.305 1.382 7.557 28.377
-1.0 0.25 2.0 -3.0 3.0 0.01 8.369 21.81 18.699 274.747 245.492 100.0 279.64 297.434 102.955 5.703 131.598 38.728 7.871 2.582 10.17 14.267 1.799 8.602 28.381
-1.0 0.4 2.0 -3.0 3.0 0.01 8.369 20.612 17.4 255.254 227.846 100.0 250.141 298.754 100.398 5.975 134.173 36.84 7.833 2.806 11.975 14.233 2.366 10.128 28.379
-1.0 0.1 2.0 -2.0 3.0 0.01 8.369 14.045 410.482 420.852 492.771 100.0 1301.973 287.413 16.681 0.103 60.141 33.771 7.478 0.502 2.205 13.89 0.583 1.865 26.624
-1.0 0.25 2.0 -2.0 3.0 0.01 8.369 13.362 390.175 388.375 470.24 100.0 1200.651 290.584 21.454 2.712 62.479 31.872 7.382 0.894 4.374 13.825 1.157 3.699 26.628
-1.0 0.4 2.0 -2.0 3.0 0.01 8.369 12.483 360.616 347.912 436.334 100.0 1066.762 294.569 27.225 17.03 65.793 29.519 7.264 1.348 6.887 13.74 1.822 5.825 26.614
-1.0 0.1 2.0 -1.0 3.0 0.01 8.369 4.93 501.312 582.605 224.534 100.0 494.012 291.655 9.777 11.29 22.019 12.996 6.341 0.566 2.986 12.746 0.79 2.526 24.071
-1.0 0.25 2.0 -1.0 3.0 0.01 8.369 4.658 393.519 468.846 185.976 100.0 397.425 297.147 17.961 45.906 39.063 12.861 6.23 1.383 7.373 12.701 1.951 6.236 24.232
-1.0 0.4 2.0 -1.0 3.0 0.01 8.369 4.436 296.727 373.337 149.884 100.0 311.962 302.202 25.814 82.149 59.111 12.597 6.069 2.177 11.68 12.574 3.09 9.879 24.116
-1.7 0.1 2.0 -4.0 3.0 0.014 8.515 19.86 0.006 38.239 13.65 100.0 29.715 281.377 156.741 11.969 43.189 48.773 8.804 2.882 7.479 15.637 1.979 6.326 30.841
-1.7 0.25 2.0 -4.0 3.0 0.014 8.515 20.972 0.007 44.49 14.48 100.0 30.688 282.241 157.711 12.424 45.488 48.702 8.774 3.0 8.235 15.602 2.178 6.965 30.805
-1.7 0.4 2.0 -4.0 3.0 0.014 8.515 21.24 0.009 51.931 15.409 100.0 31.466 283.502 157.897 13.027 49.325 48.447 8.727 3.185 9.497 15.546 2.512 8.033 30.738
-1.7 0.1 2.0 -3.5 3.0 0.014 8.515 24.02 0.15 54.488 36.051 100.0 666.26 280.136 82.734 0.621 78.403 49.987 8.73 1.561 1.903 15.527 1.023 1.61 30.406
-1.7 0.25 2.0 -3.5 3.0 0.014 8.515 24.701 0.18 63.979 39.546 100.0 719.26 280.87 84.452 0.659 82.321 49.412 8.671 1.762 3.346 15.47 1.29 2.83 30.238
-1.7 0.4 2.0 -3.5 3.0 0.014 8.515 24.266 0.22 75.196 43.809 100.0 775.604 281.844 87.557 0.737 89.621 48.573 8.593 2.056 5.388 15.387 1.747 4.557 30.016
-1.7 0.1 2.0 -3.0 3.0 0.014 8.515 26.361 2.114 62.885 63.919 100.0 227.258 280.65 140.995 3.004 108.313 50.617 8.756 2.261 3.869 15.462 0.503 3.272 30.574
-1.7 0.25 2.0 -3.0 3.0 0.014 8.515 26.011 2.549 75.673 75.275 100.0 240.132 281.723 142.031 3.114 115.958 50.039 8.712 2.395 4.878 15.375 0.885 4.126 30.495
-1.7 0.4 2.0 -3.0 3.0 0.014 8.515 25.217 3.176 90.704 90.045 100.0 253.672 282.949 143.385 3.301 127.093 49.069 8.648 2.635 6.605 15.264 1.425 5.586 30.354
-1.7 0.1 2.0 -2.0 3.0 0.014 8.515 24.227 36.655 87.899 130.188 100.0 1329.544 278.058 19.386 0.037 95.664 51.72 8.633 0.506 1.038 15.266 0.275 0.878 29.837
-1.7 0.25 2.0 -2.0 3.0 0.014 8.515 22.9 55.332 108.721 169.964 100.0 1464.308 278.719 23.864 0.112 101.339 51.146 8.538 0.811 2.793 15.114 0.739 2.362 29.525
-1.7 0.4 2.0 -2.0 3.0 0.014 8.515 21.27 84.287 132.535 221.796 100.0 1582.067 280.08 30.346 1.676 106.507 49.641 8.415 1.177 4.888 14.935 1.293 4.134 29.173
-1.7 0.1 2.0 -1.0 3.0 0.014 8.515 12.564 212.095 223.977 147.949 100.0 1799.281 276.0 9.23 3.625 44.628 49.135 8.36 0.459 2.029 14.775 0.537 1.716 28.569
-1.7 0.25 2.0 -1.0 3.0 0.014 8.515 10.788 339.597 263.321 196.271 100.0 1808.739 279.354 18.614 35.406 55.102 44.344 8.132 1.254 6.229 14.463 1.648 5.269 28.04
-1.7 0.4 2.0 -1.0 3.0 0.014 8.515 8.983 443.668 288.141 238.539 100.0 1596.754 284.91 31.361 79.741 70.002 37.294 7.838 2.158 11.098 14.125 2.936 9.386 27.495
-1.0 0.1 2.0 -4.0 3.0 0.014 8.515 18.114 0.022 154.588 26.489 100.0 34.362 294.648 184.298 29.754 92.69 47.786 8.163 4.73 19.108 14.863 5.055 16.162 29.242
-1.0 0.25 2.0 -4.0 3.0 0.014 8.515 17.792 0.022 150.259 25.502 100.0 31.818 295.32 180.076 30.229 100.24 47.018 8.14 4.839 20.22 14.834 5.349 17.102 29.231
-1.0 0.4 2.0 -4.0 3.0 0.014 8.515 17.234 0.022 143.737 24.088 100.0 28.421 296.246 173.717 30.829 110.055 45.818 8.11 4.989 21.753 14.798 5.755 18.399 29.23
-1.0 0.1 2.0 -3.5 3.0 0.014 8.515 22.665 0.855 226.453 95.988 100.0 1267.055 291.174 110.572 1.699 138.042 43.079 7.934 1.933 7.031 14.675 3.172 5.947 28.166
-1.0 0.25 2.0 -3.5 3.0 0.014 8.515 22.186 0.817 218.634 92.104 100.0 1202.796 292.678 112.366 1.88 145.318 42.189 7.886 2.191 8.975 14.64 3.574 7.591 28.132
-1.0 0.4 2.0 -3.5 3.0 0.014 8.515 21.351 0.761 207.088 86.489 100.0 1103.053 294.834 114.206 2.322 154.428 40.828 7.828 2.565 11.635 14.59 4.157 9.841 28.143
-1.0 0.1 2.0 -3.0 3.0 0.014 8.515 25.102 19.722 294.267 284.55 100.0 380.791 293.734 180.571 7.785 173.087 40.005 8.037 3.263 11.991 14.5 1.86 10.142 28.69
-1.0 0.25 2.0 -3.0 3.0 0.014 8.515 24.525 19.148 282.397 275.287 100.0 355.775 294.769 177.939 8.054 177.644 38.88 8.005 3.427 13.508 14.452 2.374 11.425 28.673
-1.0 0.4 2.0 -3.0 3.0 0.014 8.515 23.415 18.046 263.437 258.972 100.0 321.547 296.119 173.858 8.478 181.652 37.137 7.961 3.682 15.715 14.4 3.078 13.291 28.648
-1.0 0.1 2.0 -2.0 3.0 0.014 8.515 15.46 450.38 447.88 556.53 100.0 1614.96 285.478 30.207 0.216 83.151 32.088 7.676 0.664 3.008 14.08 0.796 2.544 27.062
-1.0 0.25 2.0 -2.0 3.0 0.014 8.515 14.873 433.746 414.441 538.454 100.0 1499.359 288.718 38.384 6.304 86.408 30.454 7.569 1.165 5.833 13.995 1.543 4.934 27.016
-1.0 0.4 2.0 -2.0 3.0 0.014 8.515 14.083 406.962 372.559 507.783 100.0 1342.792 292.833 48.496 29.339 90.702 28.401 7.434 1.752 9.116 13.886 2.412 7.711 26.94
-1.0 0.1 2.0 -1.0 3.0 0.014 8.515 5.957 552.752 600.004 280.9 100.0 561.923 292.634 19.564 19.359 31.288 11.659 6.446 0.756 4.147 12.867 1.097 3.507 24.377
-1.0 0.25 2.0 -1.0 3.0 0.014 8.515 5.754 438.068 478.069 235.193 100.0 450.487 298.403 33.919 75.242 53.394 11.936 6.32 1.851 10.042 12.801 2.657 8.494 24.498
-1.0 0.4 2.0 -1.0 3.0 0.014 8.515 5.569 335.147 375.679 192.239 100.0 351.107 303.762 47.426 128.097 79.336 11.986 6.145 2.907 15.765 12.659 4.171 13.334 24.354
-1.7 0.1 2.0 -4.0 3.0 0.02 8.67 20.807 0.006 40.958 12.194 100.0 33.8 280.463 259.952 15.974 53.918 59.229 8.893 3.786 10.142 15.775 2.683 8.578 31.172
-1.7 0.25 2.0 -4.0 3.0 0.02 8.67 21.902 0.007 47.964 13.277 100.0 35.414 281.123 263.873 16.713 56.968 59.341 8.866 3.941 11.039 15.739 2.92 9.337 31.126
-1.7 0.4 2.0 -4.0 3.0 0.02 8.67 22.259 0.009 56.466 14.586 100.0 37.025 282.128 267.067 17.689 61.862 59.282 8.822 4.181 12.549 15.682 3.32 10.614 31.046
-1.7 0.1 2.0 -3.5 3.0 0.02 8.67 25.509 0.139 57.047 29.978 100.0 715.154 279.622 137.47 0.866 96.543 60.702 8.844 2.051 2.513 15.693 1.395 2.125 30.864
-1.7 0.25 2.0 -3.5 3.0 0.02 8.67 26.255 0.166 67.508 33.891 100.0 786.738 280.134 141.306 0.922 101.828 60.308 8.789 2.294 4.21 15.636 1.699 3.561 30.686
-1.7 0.4 2.0 -3.5 3.0 0.02 8.67 25.924 0.203 80.062 39.059 100.0 868.984 280.811 147.719 1.035 111.397 59.749 8.715 2.662 6.693 15.551 2.244 5.661 30.449
-1.7 0.1 2.0 -3.0 3.0 0.02 8.67 28.84 2.016 65.567 50.225 100.0 247.951 279.901 231.724 4.078 131.927 61.197 8.86 2.961 5.272 15.653 0.665 4.459 30.967
-1.7 0.25 2.0 -3.0 3.0 0.02 8.67 28.479 2.376 79.455 61.105 100.0 266.503 280.733 235.657 4.254 142.002 60.861 8.82 3.126 6.422 15.565 1.114 5.432 30.882
-1.7 0.4 2.0 -3.0 3.0 0.02 8.67 27.678 2.903 95.993 76.295 100.0 287.962 281.681 240.731 4.536 157.025 60.269 8.76 3.429 8.482 15.451 1.771 7.174 30.727
-1.7 0.1 2.0 -2.0 3.0 0.02 8.67 27.889 31.658 96.21 111.865 100.0 1472.906 277.95 33.945 0.06 120.577 62.02 8.746 0.688 1.3 15.463 0.344 1.099 30.307
-1.7 0.25 2.0 -2.0 3.0 0.02 8.67 26.396 49.643 119.685 154.829 100.0 1667.243 278.367 41.177 0.204 129.369 61.967 8.65 1.072 3.509 15.302 0.928 2.968 29.965
-1.7 0.4 2.0 -2.0 3.0 0.02 8.67 24.602 79.944 147.046 215.229 100.0 1861.035 279.36 52.364 3.694 138.353 60.997 8.527 1.56 6.286 15.108 1.663 5.317 29.564
-1.7 0.1 2.0 -1.0 3.0 0.02 8.67 14.861 238.416 264.735 159.257 100.0 2172.562 275.823 17.405 6.264 62.562 60.31 8.442 0.648 2.801 14.911 0.741 2.369 28.888
-1.7 0.25 2.0 -1.0 3.0 0.02 8.67 12.699 392.978 312.072 226.131 100.0 2269.53 278.925 34.877 52.429 77.161 55.246 8.204 1.774 8.754 14.566 2.316 7.404 28.275
-1.7 0.4 2.0 -1.0 3.0 0.02 8.67 10.63 525.29 341.315 290.615 100.0 2076.964 284.403 59.035 115.891 97.23 47.163 7.905 3.055 15.656 14.203 4.142 13.242 27.676
-1.0 0.1 2.0 -4.0 3.0 0.02 8.67 20.779 0.026 174.709 32.264 100.0 48.373 291.614 333.007 41.74 119.049 60.299 8.289 6.31 24.945 14.997 6.599 21.099 29.524
-1.0 0.25 2.0 -4.0 3.0 0.02 8.67 20.486 0.026 170.267 31.308 100.0 45.075 292.348 326.239 42.498 128.241 59.365 8.262 6.443 26.349 14.965 6.971 22.286 29.503
-1.0 0.4 2.0 -4.0 3.0 0.02 8.67 19.948 0.026 163.629 29.815 100.0 40.56 293.34 315.853 43.505 140.303 57.921 8.227 6.63 28.311 14.923 7.489 23.945 29.483
-1.0 0.1 2.0 -3.5 3.0 0.02 8.67 26.41 0.975 253.09 114.784 100.0 1709.72 287.042 195.248 2.407 182.466 56.149 8.15 2.643 8.979 14.85 4.073 7.594 28.633
-1.0 0.25 2.0 -3.5 3.0 0.02 8.67 26.023 0.946 245.381 111.543 100.0 1639.754 288.546 198.706 2.698 191.684 55.014 8.095 2.968 11.467 14.807 4.585 9.699 28.57
-1.0 0.4 2.0 -3.5 3.0 0.02 8.67 25.298 0.9 233.719 106.441 100.0 1525.872 290.798 202.774 3.452 203.298 53.272 8.022 3.446 14.923 14.745 5.333 12.622 28.522
-1.0 0.1 2.0 -3.0 3.0 0.02 8.67 29.336 21.187 326.371 331.96 100.0 532.846 290.013 321.322 10.816 232.498 54.095 8.207 4.387 15.397 14.717 2.375 13.023 29.06
-1.0 0.25 2.0 -3.0 3.0 0.02 8.67 28.901 20.925 314.589 326.23 100.0 502.81 291.092 317.82 11.246 238.632 52.655 8.169 4.591 17.331 14.659 3.034 14.659 29.021
-1.0 0.4 2.0 -3.0 3.0 0.02 8.67 27.986 20.236 295.59 314.154 100.0 460.301 292.548 312.033 11.929 244.312 50.347 8.116 4.911 20.16 14.584 3.948 17.051 28.964
-1.0 0.1 2.0 -2.0 3.0 0.02 8.67 18.605 549.568 517.907 689.063 100.0 2248.829 282.764 54.213 0.404 118.848 44.365 7.891 0.938 3.958 14.299 1.047 3.348 27.563
-1.0 0.25 2.0 -2.0 3.0 0.02 8.67 18.082 537.437 481.818 682.581 100.0 2126.317 285.93 68.807 11.248 122.863 42.231 7.776 1.624 7.847 14.194 2.076 6.637 27.465
-1.0 0.4 2.0 -2.0 3.0 0.02 8.67 17.386 514.009 435.37 662.231 100.0 1943.284 290.114 87.446 43.8 127.973 39.437 7.624 2.437 12.412 14.056 3.284 10.498 27.32
-1.0 0.1 2.0 -1.0 3.0 0.02 8.67 7.993 767.581 738.554 419.746 100.0 887.647 291.605 37.827 30.289 46.609 16.899 6.601 1.125 6.086 13.009 1.61 5.147 24.734
-1.0 0.25 2.0 -1.0 3.0 0.02 8.67 7.887 607.785 579.795 355.214 100.0 713.753 297.873 65.413 112.262 75.924 16.908 6.452 2.71 14.637 12.914 3.872 12.38 24.803
-1.0 0.4 2.0 -1.0 3.0 0.02 8.67 7.818 464.549 447.688 293.091 100.0 557.629 303.719 90.748 189.751 109.645 16.652 6.256 4.177 22.59 12.749 5.976 19.107 24.616
-1.7 0.1 2.0 -4.0 3.0 0.04 8.971 23.202 0.005 39.289 5.514 100.0 33.224 280.747 603.437 22.889 71.482 53.472 9.093 5.938 18.927 16.152 5.007 16.008 32.129
-1.7 0.25 2.0 -4.0 3.0 0.04 8.971 23.746 0.006 46.302 6.256 100.0 35.334 280.969 623.23 24.343 76.433 53.962 9.072 6.182 20.138 16.116 5.327 17.032 32.065
-1.7 0.4 2.0 -4.0 3.0 0.04 8.971 23.961 0.007 54.957 7.258 100.0 37.675 281.467 644.439 26.262 83.734 54.451 9.038 6.517 22.01 16.064 5.823 18.616 31.982
-1.7 0.1 2.0 -3.5 3.0 0.04 8.971 29.873 0.142 56.25 12.272 100.0 656.648 280.351 329.156 1.362 124.838 53.747 9.064 3.173 4.712 16.1 2.761 3.986 31.94
-1.7 0.25 2.0 -3.5 3.0 0.04 8.971 30.375 0.162 66.726 14.393 100.0 737.886 280.582 343.183 1.468 132.755 53.747 9.015 3.432 6.635 16.048 3.081 5.612 31.76
-1.7 0.4 2.0 -3.5 3.0 0.04 8.971 29.864 0.185 79.38 17.306 100.0 837.317 280.856 364.888 1.685 145.759 53.602 8.947 3.89 9.908 15.968 3.713 8.38 31.505
-1.7 0.1 2.0 -3.0 3.0 0.04 8.971 36.309 2.176 66.798 19.811 100.0 230.157 280.485 536.576 5.991 169.71 53.338 9.072 4.586 10.437 16.083 1.247 8.828 31.986
-1.7 0.25 2.0 -3.0 3.0 0.04 8.971 35.739 2.372 80.912 24.848 100.0 251.438 280.894 555.168 6.35 183.947 53.226 9.04 4.78 11.646 15.999 1.755 9.85 31.898
-1.7 0.4 2.0 -3.0 3.0 0.04 8.971 34.616 2.589 97.873 32.406 100.0 276.473 281.442 577.42 6.889 206.626 52.88 8.99 5.134 14.035 15.882 2.621 11.871 31.749
-1.7 0.1 2.0 -2.0 3.0 0.04 8.971 38.951 20.919 111.331 61.36 100.0 1527.433 278.834 97.582 0.152 170.242 53.892 8.948 1.156 2.037 15.861 0.539 1.723 31.286
-1.7 0.25 2.0 -2.0 3.0 0.04 8.971 36.69 31.208 138.333 94.432 100.0 1818.913 278.822 116.485 0.768 188.91 53.732 8.845 1.712 5.483 15.671 1.451 4.638 30.855
-1.7 0.4 2.0 -2.0 3.0 0.04 8.971 33.913 52.216 170.02 147.33 100.0 2139.018 279.207 150.986 12.23 210.383 52.924 8.717 2.461 10.002 15.446 2.646 8.46 30.362
-1.7 0.1 2.0 -1.0 3.0 0.04 8.971 21.39 279.518 338.683 154.252 100.0 2613.674 276.159 62.316 17.156 111.121 52.776 8.567 1.22 5.215 15.144 1.38 4.411 29.461
-1.7 0.25 2.0 -1.0 3.0 0.04 8.971 17.474 455.283 387.278 250.446 100.0 2828.741 278.912 129.794 120.301 138.819 47.552 8.292 3.249 16.434 14.707 4.347 13.899 28.637
-1.7 0.4 2.0 -1.0 3.0 0.04 8.971 14.435 596.405 406.465 352.081 100.0 2626.255 284.178 221.187 259.155 172.386 40.107 7.972 5.486 29.025 14.277 7.679 24.55 27.89
-1.0 0.1 2.0 -4.0 3.0 0.04 8.971 22.505 0.018 178.576 27.3 100.0 61.468 285.494 958.053 72.73 184.975 59.146 8.62 10.378 42.91 15.414 11.352 36.293 30.494
-1.0 0.25 2.0 -4.0 3.0 0.04 8.971 22.275 0.018 174.83 26.982 100.0 57.848 286.176 943.418 74.298 198.041 58.506 8.592 10.494 44.672 15.377 11.818 37.783 30.462
-1.0 0.4 2.0 -4.0 3.0 0.04 8.971 21.885 0.019 169.122 26.439 100.0 52.88 287.135 920.653 76.468 215.441 57.463 8.551 10.658 47.155 15.325 12.475 39.883 30.415
-1.0 0.1 2.0 -3.5 3.0 0.04 8.971 28.888 0.55 257.347 80.447 100.0 2074.497 281.527 579.357 4.961 281.939 53.367 8.556 4.322 15.506 15.317 7.101 13.115 29.798
-1.0 0.25 2.0 -3.5 3.0 0.04 8.971 28.631 0.544 250.931 80.263 100.0 2024.239 282.694 595.207 5.758 297.818 52.668 8.5 4.725 19.043 15.264 7.802 16.106 29.692
-1.0 0.4 2.0 -3.5 3.0 0.04 8.971 28.142 0.53 240.95 79.464 100.0 1932.101 284.453 614.129 7.998 318.419 51.515 8.42 5.354 24.094 15.184 8.842 20.378 29.551
-1.0 0.1 2.0 -3.0 3.0 0.04 8.971 33.336 10.456 336.497 218.227 100.0 624.126 284.045 920.6 19.933 362.222 49.992 8.581 7.205 26.842 15.224 4.102 22.703 30.138
-1.0 0.25 2.0 -3.0 3.0 0.04 8.971 33.033 10.627 326.746 222.174 100.0 596.525 284.914 917.865 20.92 376.686 49.138 8.541 7.431 29.493 15.15 5.038 24.945 30.07
-1.0 0.4 2.0 -3.0 3.0 0.04 8.971 32.323 10.679 310.507 224.043 100.0 555.997 286.143 910.659 22.519 392.596 47.695 8.482 7.799 33.422 15.046 6.374 28.268 29.963
-1.0 0.1 2.0 -2.0 3.0 0.04 8.971 24.147 535.227 582.658 689.211 100.0 3020.291 279.303 186.698 2.152 214.237 38.034 8.249 1.546 7.359 14.704 1.947 6.224 28.494
-1.0 0.25 2.0 -2.0 3.0 0.04 8.971 23.723 542.776 545.478 711.396 100.0 2922.508 282.061 234.216 30.245 222.806 36.841 8.133 2.559 13.427 14.574 3.552 11.356 28.332
-1.0 0.4 2.0 -2.0 3.0 0.04 8.971 23.21 542.144 496.486 726.473 100.0 2748.307 285.851 297.04 93.062 232.193 35.157 7.975 3.85 20.96 14.399 5.545 17.728 28.098
-1.0 0.1 2.0 -1.0 3.0 0.04 8.971 13.251 912.981 778.149 582.241 100.0 1241.306 291.192 163.942 67.679 96.364 15.099 6.997 1.894 11.468 13.422 3.034 9.7 25.809
-1.0 0.25 2.0 -1.0 3.0 0.04 8.971 13.398 744.614 603.033 517.352 100.0 1016.87 297.588 249.787 246.195 138.712 16.012 6.793 4.698 26.811 13.237 7.093 22.676 25.673
-1.0 0.4 2.0 -1.0 3.0 0.04 8.971 13.525 591.283 457.238 451.387 100.0 810.037 303.65 329.048 406.042 188.452 16.465 6.548 7.289 40.913 12.996 10.823 34.604 25.314
-1.7 0.1 2.0 -4.0 3.0 0.06 9.147 26.075 0.005 37.66 2.203 100.0 27.551 282.068 873.024 24.792 75.035 49.274 9.222 7.11 25.441 16.428 6.73 21.518 32.859
-1.7 0.25 2.0 -4.0 3.0 0.06 9.147 26.385 0.006 44.481 2.565 100.0 29.515 282.148 909.493 26.601 80.723 49.86 9.203 7.412 26.898 16.392 7.116 22.751 32.789
-1.7 0.4 2.0 -4.0 3.0 0.06 9.147 26.424 0.007 53.034 3.076 100.0 31.771 282.423 951.331 29.031 88.991 50.536 9.172 7.817 29.073 16.341 7.691 24.59 32.698
-1.7 0.1 2.0 -3.5 3.0 0.06 9.147 34.808 0.16 55.056 4.875 100.0 538.95 281.603 490.751 1.597 130.883 49.019 9.198 3.833 6.638 16.383 3.906 5.614 32.688
-1.7 0.25 2.0 -3.5 3.0 0.06 9.147 35.128 0.179 65.321 5.858 100.0 616.921 281.733 517.827 1.74 139.871 49.167 9.151 4.098 8.576 16.333 4.237 7.253 32.504
-1.7 0.4 2.0 -3.5 3.0 0.06 9.147 34.497 0.2 77.788 7.275 100.0 714.529 281.871 557.261 2.027 154.037 49.239 9.083 4.597 12.232 16.255 4.899 10.345 32.234
-1.7 0.1 2.0 -3.0 3.0 0.06 9.147 43.999 2.392 67.177 8.193 100.0 187.709 281.765 782.901 6.67 179.865 48.462 9.204 5.489 14.766 16.371 1.756 12.489 32.726
-1.7 0.25 2.0 -3.0 3.0 0.06 9.147 43.343 2.56 81.223 10.59 100.0 206.737 282.018 818.066 7.14 196.173 48.475 9.176 5.706 16.015 16.287 2.269 13.545 32.637
-1.7 0.4 2.0 -3.0 3.0 0.06 9.147 42.018 2.707 98.142 14.333 100.0 229.755 282.397 860.744 7.831 222.336 48.319 9.128 6.085 18.517 16.165 3.236 15.662 32.487
-1.7 0.1 2.0 -2.0 3.0 0.06 9.147 50.314 18.016 121.442 35.58 100.0 1402.927 279.935 162.903 0.24 196.117 49.288 9.068 1.506 2.639 16.116 0.698 2.232 31.939
-1.7 0.25 2.0 -2.0 3.0 0.06 9.147 47.332 23.632 150.479 59.594 100.0 1746.892 279.721 195.39 1.578 223.128 49.171 8.956 2.171 6.994 15.904 1.85 5.915 31.445
